chr	start	end	size	gene	D09-468	D12-880	D12-881	D12-928	D13-708	D13-944	D14-0589	D15-0055	D15-1048	D15-1050	D15-1762	D15-1768	D16-0208	D16-0298	D17-0918	D18-0051	D18-0870	D18-1122	D18-1921	D19-0714	D19-0823	D19-0824	D19-0825	D19-1647	D19-1648	D19-1649	D20-0414	D20-0418	D20-0819	D20-1019	D20-1040	D21-0013	D21-0023	D21-0024	D21-0068	D21-0069	D21-0074	D21-0075	D21-0076	D21-0077	D21-0078	D21-0079	D21-0083	D21-0084	D21-0085	D21-0091	D22-0006	D22-0007	D22-0008	D22-0015	D22-0017	D22-0018	D22-0049	D22-0050	D22-0056	D22-0060	D22-0074	D22-0075	D22-0080	D22-0081	D22-0082	D22-0088	D22-0089	D22-0109	D22-0110	D22-0119	D22-0159	D22-0161	D22-0162	D22-0170	D23-0058	D23-0059	D23-0060	DGS-20-210
chr2	197486583	197516737	30154	HSPD1	58.53	25.79	32.57	29.76	36.24	31.44	31.03	51.41	48.47	49.59	47.02	61.85	45.06	42.22	44.87	34.67	37.59	31.85	34.63	35.45	38.39	36.01	47.77	40.40	43.64	41.65	34.89	42.65	57.18	30.72	35.79	38.26	41.66	37.44	39.54	48.03	38.92	36.31	56.16	35.55	44.64	44.69	34.21	36.66	41.95	32.77	45.54	53.98	39.84	47.24	40.57	46.50	31.84	32.49	34.52	33.87	36.56	34.84	35.30	41.42	39.35	41.76	44.38	48.34	45.61	46.02	43.64	40.45	42.58	37.76	50.48	45.61	46.72	47.95
chr2	197705368	197708395	3027	MARS2	61.63	28.91	31.95	29.68	39.59	29.71	39.11	53.18	51.06	57.89	46.15	63.52	43.36	45.07	42.92	38.76	37.41	34.35	34.73	33.57	33.83	40.64	50.78	40.07	46.59	44.24	34.39	44.23	57.00	29.51	35.92	43.83	43.27	36.94	39.86	51.90	41.36	36.56	58.29	36.72	50.11	44.18	33.60	35.86	43.03	34.80	45.72	42.85	37.12	45.26	39.35	44.63	35.87	35.19	33.68	39.02	36.30	38.12	35.14	44.80	41.81	37.91	41.90	46.04	44.02	45.68	43.70	38.39	41.94	35.27	45.67	43.19	46.41	50.17
chr2	201700266	201782112	81846	ALS2	60.35	27.07	32.30	30.37	37.37	32.46	32.71	53.23	49.08	48.78	48.35	64.24	48.11	41.89	45.63	36.42	38.94	32.46	35.06	34.16	38.40	37.12	52.80	40.73	44.15	41.74	33.31	42.86	59.12	32.18	37.68	40.04	39.56	37.98	40.28	50.35	39.62	37.12	57.21	34.99	44.69	44.76	35.44	37.74	44.09	33.38	47.40	49.35	43.08	45.27	40.49	44.71	33.80	34.71	37.06	34.71	38.28	36.97	36.59	43.70	40.60	41.53	46.98	48.71	45.81	49.31	45.76	44.52	44.14	37.30	52.50	47.08	46.64	46.60
chr2	206114816	206159509	44693	NDUFS1	56.64	25.83	32.56	29.46	36.35	31.40	30.46	52.98	47.84	49.44	45.40	62.71	44.99	43.19	44.05	35.68	37.22	31.76	34.93	34.56	36.17	37.41	48.62	39.38	43.72	41.52	32.88	43.33	56.19	30.61	36.58	38.26	38.37	36.09	36.53	46.35	38.94	36.61	57.10	34.77	45.08	44.50	33.48	37.35	41.97	32.60	44.52	54.51	41.29	44.48	40.90	44.32	31.16	33.15	34.79	33.07	36.29	34.65	34.86	41.46	39.76	39.23	44.70	47.49	44.38	45.93	43.86	41.36	42.82	37.58	50.76	45.91	46.53	46.85
chr2	209771568	209999300	227732	UNC80	60.90	28.77	32.44	31.65	37.40	32.28	33.17	52.87	48.65	49.65	48.20	64.12	48.16	41.90	45.34	37.60	38.50	32.70	35.06	34.27	38.01	37.48	52.35	40.34	44.86	42.64	34.09	43.02	59.61	32.43	37.87	39.96	39.86	38.45	40.34	51.23	39.37	37.18	57.21	35.65	45.82	45.25	35.64	38.30	43.64	33.86	46.81	40.57	43.89	44.16	40.54	43.65	33.68	34.27	36.84	34.95	39.20	37.41	37.78	43.88	41.46	41.72	46.92	49.08	46.31	48.07	45.97	43.89	44.77	37.46	51.85	47.04	48.10	45.83
chr2	210290149	210315174	25025	MYL1	62.36	29.40	31.87	32.92	38.00	33.13	33.82	53.31	47.03	50.85	46.70	63.00	49.57	40.64	46.19	35.70	39.86	32.71	33.71	33.96	39.29	39.14	54.59	41.32	43.59	43.55	34.24	40.78	61.05	33.45	37.79	41.70	39.06	39.12	40.26	51.44	39.17	37.94	56.22	35.34	44.28	47.36	35.17	39.65	45.99	33.59	48.21	33.49	43.46	43.17	39.93	41.43	34.28	34.18	36.70	36.22	39.16	38.17	37.80	43.69	42.94	41.26	47.00	50.39	45.67	50.28	48.90	46.16	47.46	37.76	52.71	47.01	47.64	44.86
chr2	211375716	212538841	1163125	ERBB4	62.66	29.26	31.91	31.72	37.89	33.50	33.62	53.57	48.31	49.92	48.17	64.49	49.72	41.05	46.89	37.67	39.89	32.89	34.85	34.36	38.63	38.70	53.63	41.53	45.91	43.75	33.22	42.71	61.63	33.30	39.02	41.50	40.59	38.82	41.25	52.35	39.88	37.49	56.96	35.42	46.18	45.27	36.54	39.11	45.60	35.19	47.65	27.89	45.10	42.93	41.57	41.72	35.03	35.40	37.53	36.34	39.74	37.83	38.77	45.37	42.56	42.66	47.78	50.53	48.25	49.83	47.92	46.12	46.76	38.42	53.54	48.49	48.97	46.10
chr2	218269650	218346793	77143	PNKD	55.57	24.88	33.35	27.81	35.46	29.34	28.51	53.81	50.08	50.80	45.24	58.75	39.08	42.13	39.52	33.63	34.31	30.96	33.59	33.69	34.31	33.39	44.21	37.26	40.89	40.20	34.77	44.08	52.02	28.38	33.24	35.60	42.49	36.05	35.59	44.99	37.44	34.16	54.63	35.51	43.88	44.06	31.30	32.72	36.74	28.74	43.83	50.89	35.72	50.57	40.77	49.05	29.68	29.48	31.81	30.60	33.07	32.83	31.47	37.63	35.57	35.12	39.43	42.74	39.78	39.47	37.79	36.03	37.27	34.43	46.12	43.98	41.28	47.98
chr2	218658763	218663443	4680	BCS1L	51.94	26.58	32.83	33.06	34.90	26.79	30.71	54.73	49.98	49.56	46.55	57.84	38.94	40.35	39.95	33.03	36.67	30.08	36.62	31.93	37.98	33.53	45.73	35.30	40.88	40.28	36.03	43.16	51.65	28.06	35.27	35.04	38.12	32.96	38.90	48.78	36.32	35.04	55.24	32.26	44.29	42.44	31.99	33.87	37.21	28.14	44.19	49.44	37.86	46.32	40.86	47.24	26.65	30.49	33.00	30.66	35.11	31.51	31.63	34.97	33.27	31.65	37.76	41.23	42.98	39.25	36.60	35.17	39.54	31.95	45.96	42.63	40.01	49.05
chr2	218781748	218815293	33545	CYP27A1	57.65	25.34	32.11	30.54	36.11	30.70	31.27	53.00	48.68	49.40	45.20	62.90	45.62	42.31	44.48	35.89	37.12	31.83	34.27	36.10	36.49	36.67	48.32	39.82	42.33	40.63	33.49	43.37	54.54	30.97	35.71	38.05	42.20	37.06	38.87	48.31	39.32	36.46	55.52	34.61	43.86	45.27	33.62	36.76	41.32	31.72	45.36	51.92	41.53	48.28	41.21	48.11	32.15	32.27	34.26	33.27	37.51	35.33	35.85	42.35	39.73	39.67	44.46	47.53	44.18	44.57	42.70	40.90	42.23	36.12	50.96	46.67	45.48	47.21
chr2	219249709	219277902	28193	TUBA4A	55.87	24.92	33.58	29.51	34.45	30.12	29.31	53.95	49.71	49.79	44.44	59.77	41.14	41.76	39.67	33.29	35.20	29.59	33.59	33.93	35.33	33.35	45.70	36.37	39.44	38.12	35.12	43.68	51.75	28.03	34.26	35.73	40.60	36.35	36.59	46.22	37.01	34.48	54.42	34.99	43.49	44.60	32.36	33.82	37.56	29.48	42.98	52.09	37.77	47.88	39.97	50.50	30.19	29.67	33.54	30.29	33.23	33.02	32.15	36.90	34.87	35.64	39.87	42.93	40.95	39.36	39.50	36.24	37.38	34.35	47.70	42.91	42.38	47.38
chr2	219279341	219286898	7557	DNAJB2	56.15	27.30	36.71	29.47	34.22	29.41	29.81	57.73	53.95	52.00	44.81	57.64	35.53	40.37	37.88	33.16	31.28	28.10	33.36	34.64	36.11	34.75	42.19	37.50	41.54	39.16	37.15	45.45	50.82	23.74	30.93	35.68	39.78	38.40	34.80	47.03	37.61	30.86	51.58	33.75	42.79	40.57	31.42	30.93	36.93	26.52	43.03	48.39	34.56	54.98	43.58	50.78	28.81	28.45	32.11	29.64	28.42	30.64	31.69	36.34	39.97	29.78	36.98	42.31	40.77	37.57	37.11	36.86	35.51	34.84	45.05	45.46	41.87	50.06
chr2	219418376	219426735	8359	DES	56.88	24.73	33.69	27.93	35.29	29.16	29.11	55.01	51.77	51.27	46.29	61.02	36.78	38.39	35.75	35.56	32.06	30.82	31.45	32.57	38.97	34.42	44.57	37.89	39.44	39.99	35.26	43.05	51.30	27.92	34.75	35.94	41.81	38.87	36.61	43.70	38.00	31.96	53.16	34.87	44.48	43.44	29.73	32.10	37.91	27.54	47.80	48.91	33.06	51.90	41.52	50.75	27.97	29.52	31.87	28.93	30.59	31.19	30.33	36.39	32.92	31.63	36.92	41.45	41.36	36.57	37.20	34.84	36.71	32.25	44.14	42.82	42.30	48.83
chr2	219434842	219493629	58787	SPEG	55.74	26.02	37.52	30.03	34.41	29.05	29.36	54.59	53.55	53.19	45.60	60.77	36.17	40.53	35.26	31.45	33.96	28.71	33.38	33.95	34.68	34.00	44.43	35.86	39.82	38.26	35.78	47.03	50.63	26.43	29.84	35.04	42.64	37.96	36.29	47.44	36.83	32.69	53.72	33.65	43.35	43.41	29.05	29.97	35.91	27.10	43.70	48.39	33.83	54.55	42.26	54.12	28.39	29.60	33.67	29.74	29.72	30.10	29.19	34.19	35.61	30.55	36.42	41.56	38.76	34.77	35.22	33.35	35.20	33.11	44.07	42.76	41.17	50.46
chr2	222199886	222298998	99112	PAX3	60.16	29.02	33.09	31.18	36.99	31.64	33.09	53.38	49.51	50.35	47.26	63.40	47.82	41.50	45.56	36.10	39.16	32.43	34.89	34.60	38.82	38.21	52.91	39.58	44.16	42.25	34.54	44.24	58.18	31.95	38.10	40.87	40.32	37.96	39.79	50.26	39.32	36.71	57.66	35.95	45.83	45.38	35.04	38.20	43.30	33.11	46.68	38.46	43.51	46.30	41.26	44.15	33.13	34.68	36.83	35.48	38.34	37.23	37.46	43.90	41.62	41.65	47.13	48.71	44.58	46.99	45.17	43.12	44.11	36.83	51.54	47.16	47.53	47.21
chr2	227683762	227718028	34266	SLC19A3	57.23	25.66	32.05	30.14	35.71	30.79	31.13	53.71	47.81	47.40	45.71	61.40	45.14	42.16	45.35	35.75	37.13	31.57	34.32	34.59	35.43	36.06	49.20	38.70	42.02	42.33	33.04	42.49	55.04	30.11	37.33	37.67	39.68	40.67	38.06	47.84	38.68	36.31	55.37	34.90	44.77	43.11	33.00	36.53	42.01	31.26	48.64	52.30	41.55	45.36	38.99	44.52	31.82	32.53	34.42	33.49	36.22	35.42	33.29	42.02	38.20	39.08	43.63	46.32	43.09	45.84	42.40	41.74	41.30	36.24	49.91	44.99	44.27	45.86
chr2	232479826	232487834	8008	ECEL1	54.73	28.16	38.24	30.49	36.06	30.87	28.36	57.65	60.08	52.29	50.15	59.87	35.35	39.70	33.51	34.58	34.55	30.56	34.75	34.10	39.10	37.84	48.22	34.40	43.22	37.70	42.86	49.50	49.69	23.55	29.11	37.26	42.91	41.73	37.78	50.36	38.32	34.56	53.92	35.52	46.26	43.22	27.50	29.94	35.17	26.84	46.16	45.43	29.06	62.16	48.39	58.92	31.57	30.04	35.51	28.03	27.32	28.01	26.63	34.79	34.35	28.34	31.94	40.55	38.39	31.10	34.27	31.31	33.12	32.85	44.93	43.63	42.91	58.53
chr2	232525992	232536667	10675	CHRND	55.04	26.90	34.37	28.93	36.83	28.49	28.43	56.49	49.96	50.52	44.45	61.14	38.12	40.20	37.26	31.00	32.83	27.76	33.79	32.61	33.90	33.50	45.84	36.66	39.37	38.57	35.99	46.28	52.24	28.10	30.76	33.73	41.13	38.28	35.35	44.96	36.92	34.21	52.26	36.98	44.17	44.21	28.96	31.47	36.53	26.51	43.40	51.82	34.44	52.98	41.79	52.13	28.54	29.60	32.06	30.04	30.42	30.10	30.27	34.53	36.36	30.64	36.20	42.42	40.44	36.45	36.01	33.33	34.82	31.47	44.77	41.70	40.51	50.18
chr2	232539691	232548115	8424	CHRNG	54.78	24.70	33.87	26.97	34.31	28.57	27.46	57.80	51.75	52.44	43.98	57.21	37.65	42.96	34.94	34.52	33.49	27.61	31.82	35.09	36.16	35.72	41.92	35.45	40.38	38.87	36.96	45.56	49.06	25.77	29.77	35.12	42.49	38.04	37.37	47.63	35.69	33.61	53.54	33.67	45.90	43.32	29.20	31.00	37.16	27.42	45.23	48.75	35.16	52.29	42.33	52.21	27.90	28.35	32.31	30.67	32.10	30.60	30.24	35.47	36.06	32.21	37.12	41.24	40.03	36.77	36.03	33.58	34.12	32.39	47.79	43.71	39.30	50.56
chr2	232697298	232860605	163307	GIGYF2	58.69	26.50	31.40	30.21	37.16	31.27	31.44	52.20	48.16	48.78	46.50	62.40	45.99	42.58	45.42	36.14	37.74	32.28	34.54	33.56	37.28	35.80	49.60	39.63	43.85	41.53	33.09	41.99	57.57	31.84	37.00	38.74	40.04	37.34	38.54	48.08	38.87	36.39	56.23	35.47	45.33	44.35	34.82	36.69	42.80	32.96	45.39	47.36	41.81	44.71	40.79	44.11	32.66	32.64	35.71	34.09	37.50	36.61	35.94	42.32	39.77	40.60	45.42	47.49	44.99	48.11	44.59	42.57	43.10	36.69	50.43	46.11	46.15	46.02
chr2	237324002	237414328	90326	COL6A3	60.83	28.52	33.65	31.84	36.87	30.75	33.98	54.38	50.34	50.73	46.80	62.79	44.70	44.15	42.92	35.83	38.17	32.76	35.05	35.52	36.98	36.85	50.94	39.45	43.36	41.41	36.43	45.46	55.49	31.47	36.17	38.91	40.79	38.27	38.45	48.84	39.56	36.20	57.48	35.71	45.82	46.32	34.80	36.61	40.31	31.69	46.07	53.97	41.12	48.50	40.53	47.91	32.86	33.78	35.95	34.14	37.69	36.28	36.07	41.98	40.26	40.08	43.96	46.60	42.82	46.02	42.40	40.96	41.46	36.38	51.06	46.22	45.95	49.41
chr2	239892449	240025743	133294	NDUFA10	57.21	27.34	35.08	30.68	35.95	31.25	31.73	54.13	49.42	50.35	46.75	61.59	41.91	42.85	41.49	34.77	37.02	31.40	34.31	34.85	36.26	35.45	48.87	38.66	41.70	41.23	35.24	44.71	54.38	29.79	35.21	38.34	41.97	38.10	38.15	49.03	38.78	35.83	56.30	36.07	46.34	44.78	32.97	35.33	40.49	30.60	45.08	52.82	39.04	49.20	41.12	48.26	32.25	32.26	35.29	32.46	35.93	34.91	34.08	40.06	39.05	36.99	42.97	46.85	42.18	42.96	40.78	39.41	40.22	36.03	49.32	45.48	45.17	48.81
chr2	240713760	240824293	110533	KIF1A	55.66	25.90	36.32	29.76	34.09	28.82	29.56	55.40	52.86	51.92	45.60	59.66	35.28	39.47	35.40	32.44	33.98	28.74	33.24	33.90	35.54	34.00	44.70	35.85	40.59	38.97	36.25	47.16	50.06	26.31	30.11	35.48	42.60	38.11	36.92	46.71	36.03	32.55	53.03	34.29	42.80	42.81	29.37	30.93	36.38	26.86	43.90	48.36	33.29	55.54	42.40	54.88	28.40	29.63	32.97	30.22	30.02	30.23	29.00	34.67	34.31	30.28	35.35	41.33	39.35	34.53	34.63	33.45	34.77	33.22	46.17	43.71	41.77	51.82
chr3	4493344	4847506	354162	ITPR1	59.34	27.47	32.33	30.67	36.75	31.22	32.30	52.84	48.65	49.67	47.10	62.56	44.77	43.18	43.12	35.88	37.78	32.36	35.00	35.32	37.01	36.43	50.06	39.19	43.20	41.49	33.68	43.01	56.62	31.38	36.89	38.84	41.17	37.70	38.47	49.17	38.94	36.23	57.16	35.57	45.57	45.20	34.79	36.84	41.49	32.04	45.89	48.73	41.31	47.70	39.97	46.53	32.73	32.57	35.26	33.97	37.61	36.23	35.65	42.02	40.23	39.44	44.39	47.14	43.83	46.58	43.73	41.40	42.75	36.43	50.63	46.20	46.07	46.78
chr3	8733801	8841808	108007	CAV3	58.77	26.99	33.44	30.99	36.57	31.56	32.07	53.44	49.46	49.83	46.11	61.57	44.04	42.17	43.05	34.88	36.96	31.70	34.36	34.11	36.90	36.15	49.59	38.72	42.87	40.66	34.11	42.83	56.70	30.71	36.84	38.26	40.43	37.99	38.39	48.74	38.14	35.95	55.88	35.10	45.61	44.42	33.81	35.78	40.65	30.39	45.94	46.47	39.98	47.62	40.43	45.67	32.13	33.17	35.74	33.16	36.46	36.08	35.22	41.66	39.23	38.28	43.72	46.14	42.43	45.39	43.29	40.58	41.94	36.14	50.04	45.93	45.72	46.69
chr3	9397614	9479240	81626	SETD5	60.17	27.16	31.61	30.27	37.04	32.06	32.32	53.56	48.27	49.77	47.56	62.27	46.55	42.85	44.78	36.15	38.07	32.07	35.05	34.40	37.30	36.97	51.45	40.32	44.17	42.30	33.63	42.94	58.74	32.29	38.32	39.50	41.32	37.49	39.49	49.75	39.67	36.34	55.42	35.48	45.22	44.80	35.37	37.06	42.62	32.82	46.07	47.95	43.03	44.67	40.78	44.60	33.20	33.04	35.81	34.54	38.29	36.47	36.45	43.10	40.16	41.30	45.55	47.62	45.94	47.77	44.79	43.59	44.68	37.31	51.31	47.25	47.41	45.88
chr3	9649432	9702393	52961	MTMR14	56.68	26.00	32.80	29.49	35.91	29.75	30.11	52.30	50.54	49.16	45.83	61.40	41.31	43.67	41.30	34.31	35.92	32.85	35.51	36.37	36.76	34.52	46.68	37.79	41.09	39.77	34.24	44.76	52.15	29.60	35.22	37.52	41.36	37.69	36.53	46.14	38.91	35.99	55.42	35.05	45.10	44.97	32.12	34.47	38.11	30.15	45.46	53.76	38.45	50.06	40.60	49.16	29.98	32.12	33.71	31.79	34.33	34.73	33.53	39.25	37.63	37.47	41.88	45.40	41.04	40.74	41.43	38.17	39.45	35.86	48.62	45.22	43.92	48.31
chr3	11272308	11557665	285357	ATG7	58.08	26.79	32.33	29.54	36.39	30.96	30.57	53.01	48.83	49.18	46.81	62.44	44.75	43.49	43.29	35.51	37.08	32.33	34.96	34.85	36.67	35.88	49.33	38.80	42.75	41.38	33.87	43.65	55.67	31.46	36.21	38.30	40.96	37.75	37.83	47.73	38.89	36.15	56.86	35.25	45.78	45.39	33.88	36.75	41.52	31.58	45.28	52.12	40.76	47.44	40.44	46.46	32.21	32.87	35.33	33.62	36.86	35.89	34.86	41.11	39.59	38.90	43.80	46.85	44.01	45.18	43.22	41.09	42.25	36.78	50.14	45.92	45.52	47.04
chr3	14125014	14143680	18666	TMEM43	57.63	25.81	33.79	31.34	33.51	29.52	30.91	54.75	51.43	53.03	45.96	62.18	40.12	42.51	39.75	35.15	36.31	31.70	33.03	35.26	36.57	34.47	47.25	35.75	42.30	39.23	36.46	44.73	51.77	29.45	32.74	36.68	43.86	37.48	36.50	47.31	37.89	34.12	54.85	35.32	45.96	44.00	31.48	32.97	38.86	28.28	46.20	51.78	38.23	50.91	43.21	51.14	30.97	30.08	33.48	31.80	32.29	33.78	33.61	37.34	39.81	35.80	41.18	41.55	40.20	39.18	40.36	37.95	37.87	35.57	46.69	43.86	44.41	49.89
chr3	15450132	15521751	71619	COLQ	57.52	26.96	33.27	31.26	36.16	31.25	32.29	53.85	49.11	50.91	47.13	61.17	43.55	42.76	42.05	34.88	36.88	32.89	34.97	35.37	35.44	36.99	49.50	37.68	41.93	40.17	34.49	43.17	54.39	30.89	35.60	37.83	40.64	38.22	37.37	47.56	38.55	36.16	56.30	35.54	45.66	44.78	33.70	35.13	39.51	30.87	44.39	52.12	39.05	49.75	40.21	48.24	31.72	31.32	34.60	32.50	36.89	35.38	33.94	40.25	37.37	37.87	43.81	45.26	42.40	44.33	42.31	39.42	40.14	35.64	49.02	45.42	44.59	48.07
chr3	25718943	25790039	71096	NGLY1	61.42	28.69	32.57	32.02	37.61	32.74	34.33	53.37	48.96	48.50	47.70	64.25	47.67	41.74	45.56	37.11	38.83	31.89	34.98	33.89	38.11	37.49	51.31	41.07	44.46	43.06	33.30	42.97	58.52	33.59	38.06	40.70	41.61	38.67	40.68	50.99	39.74	37.46	57.16	35.48	46.51	46.13	35.70	37.44	44.39	33.58	46.21	42.81	43.59	45.01	40.27	43.53	34.43	33.50	35.83	35.93	38.88	37.44	37.71	44.50	41.51	41.81	47.14	49.29	46.88	49.01	45.80	44.48	45.92	39.21	53.32	47.43	48.04	46.39
chr3	37452114	37823507	371393	ITGA9	58.88	27.66	33.61	31.17	36.42	31.16	32.91	53.58	49.32	49.59	46.21	62.11	43.91	43.14	42.67	35.52	37.19	32.19	34.74	34.94	36.72	35.76	49.50	38.41	42.95	40.83	34.43	43.55	55.36	31.03	35.89	38.43	40.53	37.71	38.27	48.55	38.50	36.28	56.88	34.65	45.67	44.41	34.16	36.15	41.01	31.20	45.26	50.54	40.65	48.37	40.10	47.02	32.26	32.78	35.77	33.57	36.76	36.04	35.28	41.36	39.25	39.14	43.99	46.49	43.51	45.13	43.13	40.31	41.37	36.57	49.99	45.51	45.48	47.78
chr3	38696801	38816286	119485	SCN10A	59.12	28.33	33.68	32.25	36.39	31.63	33.88	53.31	49.40	49.52	46.29	62.18	44.88	42.41	43.16	35.45	37.12	31.68	34.22	34.30	36.51	36.09	51.14	38.68	42.42	41.21	33.82	43.00	56.41	31.45	36.87	38.87	40.40	37.59	39.43	49.78	38.23	35.88	56.20	34.73	44.53	44.28	34.67	36.59	41.76	32.15	45.21	37.33	41.17	46.99	39.76	45.53	32.07	34.06	36.42	33.49	37.70	35.83	35.47	41.78	40.13	39.50	44.49	46.96	44.57	45.25	43.45	41.09	42.04	35.63	50.97	46.08	46.13	46.79
chr3	38845763	39052157	206394	SCN11A	59.05	28.17	32.57	31.57	37.05	31.57	33.29	53.24	48.73	50.21	47.49	62.84	46.20	42.43	44.52	35.75	38.55	32.57	34.75	34.48	37.45	37.40	51.32	39.67	43.82	41.47	33.83	42.98	57.64	31.83	36.97	39.43	40.19	37.59	38.68	49.74	39.06	36.48	56.53	34.79	45.49	44.74	34.63	37.34	42.68	32.59	46.21	42.91	42.04	45.62	40.34	44.80	32.88	33.49	35.59	34.71	38.15	36.44	36.24	42.26	40.44	39.83	45.20	47.73	45.16	46.64	44.84	42.38	43.11	36.78	50.43	46.58	46.89	46.67
chr3	39052012	39096671	44659	WDR48	60.51	28.64	33.91	31.69	37.26	32.56	33.83	53.48	49.22	50.39	47.36	63.57	47.17	42.53	45.61	37.38	38.24	31.93	34.80	33.92	36.57	37.14	51.92	40.34	43.15	41.43	32.49	43.23	58.47	31.20	38.31	40.28	41.10	37.57	39.26	50.37	39.11	37.73	58.15	35.87	47.19	45.19	35.31	38.76	42.18	34.25	48.22	45.47	42.73	45.58	40.25	44.98	33.88	32.82	35.72	34.53	38.70	36.40	37.22	43.17	40.64	40.72	46.49	47.90	44.61	47.15	45.19	42.54	44.74	37.85	52.58	47.36	48.15	46.84
chr3	42685536	42692544	7008	KLHL40	54.75	24.97	38.38	29.82	31.97	28.10	30.89	56.06	53.35	48.43	44.91	62.19	36.38	39.03	37.47	33.02	33.42	28.64	32.17	32.33	36.44	35.25	46.64	37.70	37.80	37.88	39.09	47.28	51.60	27.39	31.24	35.44	45.52	38.50	35.17	45.71	34.29	30.13	52.60	32.60	42.74	42.99	31.34	29.08	38.49	26.01	43.25	46.63	32.70	54.20	38.85	51.40	28.82	30.95	31.07	30.89	31.31	30.19	28.85	35.52	34.97	32.28	36.99	40.54	37.70	33.95	34.03	30.12	35.31	33.66	42.87	41.63	42.55	49.58
chr3	43079228	43106085	26857	POMGNT2	59.35	26.30	33.94	30.34	35.59	31.66	32.34	54.97	51.36	49.93	47.42	62.09	43.86	43.70	40.12	34.94	37.72	32.84	35.78	34.68	36.08	34.80	50.19	38.59	42.08	41.06	34.65	43.68	55.30	30.19	35.82	39.20	41.61	37.85	37.49	48.56	38.65	34.80	58.25	34.65	47.25	43.95	34.26	34.90	40.48	30.74	45.34	53.09	40.22	50.07	41.56	47.72	30.31	32.49	35.11	33.80	34.84	35.41	34.97	40.45	39.13	37.25	41.90	44.70	43.17	43.54	42.48	40.11	42.16	35.72	50.02	46.14	45.17	48.98
chr3	43354858	43691594	336736	ANO10	59.63	27.46	32.83	31.01	36.86	32.03	32.95	55.17	50.11	49.51	47.41	63.47	46.04	42.72	44.82	36.26	38.13	32.23	34.85	34.42	37.00	37.12	50.54	39.89	43.80	41.87	33.97	43.11	57.40	31.71	36.96	39.35	40.94	37.87	39.45	49.17	39.24	36.67	56.72	35.99	45.51	45.22	34.68	37.58	42.12	33.03	45.82	46.94	42.25	45.87	41.21	44.86	33.27	33.33	36.17	34.30	38.02	36.50	36.52	43.11	40.21	40.67	45.52	48.29	44.89	47.14	44.65	42.67	43.56	37.19	51.21	46.83	47.27	46.60
chr3	43690107	43734371	44264	ABHD5	61.65	28.82	34.17	31.43	38.73	31.56	32.84	52.31	49.86	51.08	46.67	63.54	46.27	43.28	44.57	36.85	38.54	32.68	35.85	35.28	37.30	37.30	51.44	40.32	44.39	43.51	32.52	42.73	58.52	32.00	38.00	39.40	42.76	38.27	39.07	48.44	39.33	37.27	58.29	35.39	47.41	45.19	35.00	37.65	43.57	33.35	47.01	44.46	44.02	45.84	41.66	45.61	34.71	34.36	36.90	34.24	38.81	37.95	36.78	44.33	41.41	39.61	45.46	48.16	45.84	48.61	45.04	42.87	44.79	36.81	52.17	47.40	47.30	47.92
chr3	48465810	48467645	1835	TREX1	57.79	26.69	33.72	32.34	36.99	32.01	34.34	60.29	56.78	52.58	48.73	64.57	33.36	41.19	39.94	31.51	39.41	29.86	31.98	32.09	33.57	37.70	44.04	38.04	40.01	40.19	36.77	47.91	57.28	23.39	27.16	34.90	42.63	39.65	36.29	49.02	34.42	37.87	53.78	32.21	40.97	44.02	31.65	30.66	38.70	24.16	44.18	46.61	36.82	53.10	43.53	52.79	28.30	28.81	34.72	26.43	26.84	31.65	29.92	32.87	30.12	28.80	30.84	35.68	35.30	34.40	34.84	33.20	32.26	36.81	44.18	47.06	40.00	59.65
chr3	48599001	48610976	11975	UQCRC1	57.22	24.39	36.94	28.34	36.87	29.79	30.62	54.37	51.86	51.02	46.61	58.68	38.29	41.84	39.18	34.17	37.33	29.34	33.65	34.62	36.02	32.86	43.20	37.06	42.27	40.00	34.39	45.55	54.90	28.34	33.63	37.86	45.02	39.73	36.59	44.81	38.55	35.77	54.36	35.70	44.25	45.37	31.27	33.12	38.14	27.67	44.50	56.73	36.33	53.06	40.35	50.93	28.64	30.20	33.19	30.31	33.81	32.91	31.26	37.46	38.17	33.80	39.06	42.12	42.61	39.17	37.48	36.96	37.28	36.78	47.05	44.56	43.39	49.61
chr3	48856925	48898904	41979	SLC25A20	54.74	21.98	30.52	25.35	34.97	29.11	25.90	51.42	47.66	48.90	43.10	56.64	41.11	42.16	39.77	32.16	34.87	31.16	33.40	33.65	35.24	32.92	44.16	36.90	40.48	39.35	33.49	41.96	51.98	28.56	33.99	34.88	39.36	35.79	34.18	41.19	37.29	34.15	54.41	35.16	43.52	43.33	30.20	33.41	37.23	28.45	42.14	53.25	36.74	44.96	39.74	46.44	29.76	30.12	32.05	29.85	33.46	31.46	30.46	36.64	35.99	35.96	39.17	42.99	39.56	39.90	39.38	36.87	38.04	33.73	46.57	43.47	43.39	45.39
