gene	chr	start	end	sample	depth
FRG2	chr4	193394817	193394818	D15-0055	61
FRG2	chr4	193394818	193394822	D15-0055	62
FRG2	chr4	193394822	193394823	D15-0055	61
FRG2	chr4	193394823	193394824	D15-0055	60
FRG2	chr4	193394824	193394830	D15-0055	58
FRG2	chr4	193394830	193394832	D15-0055	60
FRG2	chr4	193394832	193394834	D15-0055	61
FRG2	chr4	193394834	193394836	D15-0055	62
FRG2	chr4	193394836	193394839	D15-0055	61
FRG2	chr4	193394839	193394840	D15-0055	63
FRG2	chr4	193394840	193394841	D15-0055	62
FRG2	chr4	193394841	193394842	D15-0055	63
FRG2	chr4	193394842	193394845	D15-0055	64
FRG2	chr4	193394845	193394846	D15-0055	63
FRG2	chr4	193394846	193394847	D15-0055	64
FRG2	chr4	193394847	193394855	D15-0055	63
FRG2	chr4	193394855	193394856	D15-0055	62
FRG2	chr4	193394856	193394857	D15-0055	61
FRG2	chr4	193394857	193394860	D15-0055	62
FRG2	chr4	193394860	193394862	D15-0055	61
FRG2	chr4	193394862	193394863	D15-0055	62
FRG2	chr4	193394863	193394865	D15-0055	63
FRG2	chr4	193394865	193394866	D15-0055	62
FRG2	chr4	193394866	193394870	D15-0055	61
FRG2	chr4	193394870	193394872	D15-0055	62
FRG2	chr4	193394872	193394879	D15-0055	61
FRG2	chr4	193394879	193394881	D15-0055	60
FRG2	chr4	193394881	193394884	D15-0055	59
FRG2	chr4	193394884	193394886	D15-0055	58
FRG2	chr4	193394886	193394887	D15-0055	57
FRG2	chr4	193394887	193394888	D15-0055	58
FRG2	chr4	193394888	193394889	D15-0055	59
FRG2	chr4	193394889	193394892	D15-0055	60
FRG2	chr4	193394892	193394893	D15-0055	58
FRG2	chr4	193394893	193394896	D15-0055	57
FRG2	chr4	193394896	193394897	D15-0055	58
FRG2	chr4	193394897	193394899	D15-0055	57
FRG2	chr4	193394899	193394904	D15-0055	55
FRG2	chr4	193394904	193394906	D15-0055	56
FRG2	chr4	193394906	193394908	D15-0055	54
FRG2	chr4	193394908	193394912	D15-0055	53
FRG2	chr4	193394912	193394915	D15-0055	52
FRG2	chr4	193394915	193394916	D15-0055	53
FRG2	chr4	193394916	193394920	D15-0055	51
FRG2	chr4	193394920	193394921	D15-0055	48
FRG2	chr4	193394921	193394923	D15-0055	49
FRG2	chr4	193394923	193394924	D15-0055	51
FRG2	chr4	193394924	193394927	D15-0055	50
FRG2	chr4	193394927	193394931	D15-0055	51
FRG2	chr4	193394931	193394932	D15-0055	49
FRG2	chr4	193394932	193394937	D15-0055	46
FRG2	chr4	193394937	193394939	D15-0055	47
FRG2	chr4	193394939	193394940	D15-0055	46
FRG2	chr4	193394940	193394942	D15-0055	47
FRG2	chr4	193394942	193394947	D15-0055	48
FRG2	chr4	193394947	193394948	D15-0055	49
FRG2	chr4	193394948	193394950	D15-0055	50
FRG2	chr4	193394950	193394951	D15-0055	49
FRG2	chr4	193394951	193394955	D15-0055	50
FRG2	chr4	193394955	193394956	D15-0055	51
FRG2	chr4	193394956	193394959	D15-0055	48
FRG2	chr4	193394959	193394963	D15-0055	47
FRG2	chr4	193394963	193394964	D15-0055	48
FRG2	chr4	193394964	193394966	D15-0055	47
FRG2	chr4	193394966	193394968	D15-0055	46
FRG2	chr4	193394968	193394978	D15-0055	45
FRG2	chr4	193394978	193394980	D15-0055	46
FRG2	chr4	193394980	193394983	D15-0055	44
FRG2	chr4	193394983	193394984	D15-0055	45
FRG2	chr4	193394984	193394987	D15-0055	44
FRG2	chr4	193394987	193394989	D15-0055	43
FRG2	chr4	193394989	193394990	D15-0055	41
FRG2	chr4	193394990	193394991	D15-0055	39
FRG2	chr4	193394991	193394992	D15-0055	40
FRG2	chr4	193394992	193394998	D15-0055	39
FRG2	chr4	193394998	193395003	D15-0055	38
FRG2	chr4	193395003	193395007	D15-0055	37
FRG2	chr4	193395007	193395008	D15-0055	36
FRG2	chr4	193395008	193395012	D15-0055	38
FRG2	chr4	193395012	193395013	D15-0055	37
FRG2	chr4	193395013	193395016	D15-0055	36
FRG2	chr4	193395016	193395018	D15-0055	37
FRG2	chr4	193395018	193395023	D15-0055	39
FRG2	chr4	193395023	193395024	D15-0055	38
FRG2	chr4	193395024	193395025	D15-0055	39
FRG2	chr4	193395025	193395027	D15-0055	38
FRG2	chr4	193395027	193395031	D15-0055	39
FRG2	chr4	193395031	193395032	D15-0055	41
FRG2	chr4	193395032	193395034	D15-0055	42
FRG2	chr4	193395034	193395035	D15-0055	43
FRG2	chr4	193395035	193395036	D15-0055	44
FRG2	chr4	193395036	193395037	D15-0055	45
FRG2	chr4	193395037	193395039	D15-0055	44
FRG2	chr4	193395039	193395046	D15-0055	43
FRG2	chr4	193395046	193395049	D15-0055	42
FRG2	chr4	193395049	193395052	D15-0055	41
FRG2	chr4	193395052	193395054	D15-0055	43
FRG2	chr4	193395054	193395058	D15-0055	42
FRG2	chr4	193395058	193395059	D15-0055	41
FRG2	chr4	193395059	193395062	D15-0055	42
FRG2	chr4	193395062	193395065	D15-0055	45
FRG2	chr4	193395065	193395071	D15-0055	44
FRG2	chr4	193395071	193395072	D15-0055	43
FRG2	chr4	193395072	193395073	D15-0055	42
FRG2	chr4	193395073	193395077	D15-0055	40
FRG2	chr4	193395077	193395081	D15-0055	39
FRG2	chr4	193395081	193395082	D15-0055	40
FRG2	chr4	193395082	193395087	D15-0055	39
FRG2	chr4	193395087	193395090	D15-0055	38
FRG2	chr4	193395090	193395091	D15-0055	37
FRG2	chr4	193395091	193395092	D15-0055	38
FRG2	chr4	193395092	193395101	D15-0055	37
FRG2	chr4	193395101	193395104	D15-0055	38
FRG2	chr4	193395104	193395105	D15-0055	40
FRG2	chr4	193395105	193395106	D15-0055	39
FRG2	chr4	193395106	193395113	D15-0055	40
FRG2	chr4	193395113	193395114	D15-0055	39
FRG2	chr4	193395114	193395128	D15-0055	40
FRG2	chr4	193395128	193395132	D15-0055	39
FRG2	chr4	193395132	193395133	D15-0055	38
FRG2	chr4	193395133	193395135	D15-0055	36
FRG2	chr4	193395135	193395138	D15-0055	37
FRG2	chr4	193395138	193395139	D15-0055	39
FRG2	chr4	193395139	193395141	D15-0055	40
FRG2	chr4	193395141	193395146	D15-0055	38
FRG2	chr4	193395146	193395151	D15-0055	37
FRG2	chr4	193395151	193395158	D15-0055	36
FRG2	chr4	193395158	193395162	D15-0055	34
FRG2	chr4	193395162	193395165	D15-0055	35
FRG2	chr4	193395165	193395166	D15-0055	38
FRG2	chr4	193395166	193395168	D15-0055	37
FRG2	chr4	193395168	193395170	D15-0055	35
FRG2	chr4	193395170	193395172	D15-0055	34
FRG2	chr4	193395172	193395173	D15-0055	35
FRG2	chr4	193395173	193395174	D15-0055	36
FRG2	chr4	193395174	193395177	D15-0055	35
FRG2	chr4	193395177	193395179	D15-0055	34
FRG2	chr4	193395179	193395181	D15-0055	35
FRG2	chr4	193395181	193395184	D15-0055	33
FRG2	chr4	193395184	193395185	D15-0055	32
FRG2	chr4	193395185	193395186	D15-0055	31
FRG2	chr4	193395186	193395191	D15-0055	30
FRG2	chr4	193395191	193395194	D15-0055	31
FRG2	chr4	193395194	193395197	D15-0055	34
FRG2	chr4	193395197	193395202	D15-0055	35
FRG2	chr4	193395202	193395205	D15-0055	34
FRG2	chr4	193395205	193395208	D15-0055	35
FRG2	chr4	193395208	193395209	D15-0055	36
FRG2	chr4	193395209	193395210	D15-0055	35
FRG2	chr4	193395210	193395212	D15-0055	36
FRG2	chr4	193395212	193395214	D15-0055	33
FRG2	chr4	193395214	193395216	D15-0055	34
FRG2	chr4	193395216	193395222	D15-0055	35
FRG2	chr4	193395222	193395224	D15-0055	36
FRG2	chr4	193395224	193395240	D15-0055	38
FRG2	chr4	193395240	193395247	D15-0055	40
FRG2	chr4	193395247	193395249	D15-0055	39
FRG2	chr4	193395249	193395251	D15-0055	40
FRG2	chr4	193395251	193395252	D15-0055	38
FRG2	chr4	193395252	193395254	D15-0055	39
FRG2	chr4	193395254	193395256	D15-0055	38
FRG2	chr4	193395256	193395258	D15-0055	37
FRG2	chr4	193395258	193395261	D15-0055	38
FRG2	chr4	193395261	193395264	D15-0055	39
FRG2	chr4	193395264	193395266	D15-0055	38
FRG2	chr4	193395266	193395267	D15-0055	39
FRG2	chr4	193395267	193395268	D15-0055	40
FRG2	chr4	193395268	193395272	D15-0055	41
FRG2	chr4	193395272	193395273	D15-0055	42
FRG2	chr4	193395273	193395276	D15-0055	43
FRG2	chr4	193395276	193395280	D15-0055	45
FRG2	chr4	193395280	193395282	D15-0055	46
FRG2	chr4	193395282	193395283	D15-0055	47
FRG2	chr4	193395283	193395285	D15-0055	48
FRG2	chr4	193395285	193395288	D15-0055	49
FRG2	chr4	193395288	193395289	D15-0055	47
FRG2	chr4	193395289	193395294	D15-0055	46
FRG2	chr4	193395294	193395295	D15-0055	48
FRG2	chr4	193395295	193395296	D15-0055	49
FRG2	chr4	193395296	193395299	D15-0055	51
FRG2	chr4	193395299	193395300	D15-0055	52
FRG2	chr4	193395300	193395306	D15-0055	54
FRG2	chr4	193395306	193395307	D15-0055	55
FRG2	chr4	193395307	193395308	D15-0055	57
FRG2	chr4	193395308	193395312	D15-0055	58
FRG2	chr4	193395312	193395313	D15-0055	57
FRG2	chr4	193395313	193395315	D15-0055	58
FRG2	chr4	193395315	193395322	D15-0055	55
FRG2	chr4	193395322	193395324	D15-0055	54
FRG2	chr4	193395324	193395329	D15-0055	55
FRG2	chr4	193395329	193395333	D15-0055	54
FRG2	chr4	193395333	193395338	D15-0055	56
FRG2	chr4	193395338	193395344	D15-0055	54
FRG2	chr4	193395344	193395347	D15-0055	51
FRG2	chr4	193395347	193395349	D15-0055	50
FRG2	chr4	193395349	193395351	D15-0055	51
FRG2	chr4	193395351	193395352	D15-0055	52
FRG2	chr4	193395352	193395355	D15-0055	51
FRG2	chr4	193395355	193395364	D15-0055	50
FRG2	chr4	193395364	193395366	D15-0055	49
FRG2	chr4	193395366	193395368	D15-0055	48
FRG2	chr4	193395368	193395369	D15-0055	49
FRG2	chr4	193395369	193395374	D15-0055	50
FRG2	chr4	193395374	193395375	D15-0055	48
FRG2	chr4	193395375	193395381	D15-0055	52
FRG2	chr4	193395381	193395383	D15-0055	51
FRG2	chr4	193395383	193395387	D15-0055	52
FRG2	chr4	193395387	193395388	D15-0055	53
FRG2	chr4	193395388	193395389	D15-0055	54
FRG2	chr4	193395389	193395390	D15-0055	56
FRG2	chr4	193395390	193395391	D15-0055	55
FRG2	chr4	193395391	193395393	D15-0055	54
FRG2	chr4	193395393	193395394	D15-0055	55
FRG2	chr4	193395394	193395398	D15-0055	56
FRG2	chr4	193395398	193395399	D15-0055	55
FRG2	chr4	193395399	193395402	D15-0055	54
FRG2	chr4	193395402	193395408	D15-0055	53
FRG2	chr4	193395408	193395409	D15-0055	52
FRG2	chr4	193395409	193395411	D15-0055	53
FRG2	chr4	193395411	193395413	D15-0055	52
FRG2	chr4	193395413	193395415	D15-0055	53
FRG2	chr4	193395415	193395416	D15-0055	56
FRG2	chr4	193395416	193395417	D15-0055	55
FRG2	chr4	193395417	193395418	D15-0055	54
FRG2	chr4	193395418	193395419	D15-0055	53
FRG2	chr4	193395419	193395420	D15-0055	54
FRG2	chr4	193395420	193395421	D15-0055	56
FRG2	chr4	193395421	193395422	D15-0055	57
FRG2	chr4	193395422	193395423	D15-0055	56
FRG2	chr4	193395423	193395424	D15-0055	55
FRG2	chr4	193395424	193395426	D15-0055	56
FRG2	chr4	193395426	193395430	D15-0055	55
FRG2	chr4	193395430	193395432	D15-0055	54
FRG2	chr4	193395432	193395433	D15-0055	53
FRG2	chr4	193395433	193395435	D15-0055	52
FRG2	chr4	193395435	193395436	D15-0055	50
FRG2	chr4	193395436	193395441	D15-0055	51
FRG2	chr4	193395441	193395444	D15-0055	53
FRG2	chr4	193395444	193395445	D15-0055	51
FRG2	chr4	193395445	193395446	D15-0055	50
FRG2	chr4	193395446	193395450	D15-0055	48
FRG2	chr4	193395450	193395452	D15-0055	46
FRG2	chr4	193395452	193395456	D15-0055	47
FRG2	chr4	193395456	193395460	D15-0055	46
FRG2	chr4	193395460	193395462	D15-0055	47
FRG2	chr4	193395462	193395463	D15-0055	48
FRG2	chr4	193395463	193395468	D15-0055	47
FRG2	chr4	193392576	193392577	D15-1048	69
FRG2	chr4	193392577	193392579	D15-1048	68
FRG2	chr4	193392579	193392580	D15-1048	67
FRG2	chr4	193392580	193392582	D15-1048	66
FRG2	chr4	193392582	193392588	D15-1048	69
FRG2	chr4	193392588	193392590	D15-1048	71
FRG2	chr4	193392590	193392591	D15-1048	73
FRG2	chr4	193392591	193392592	D15-1048	75
FRG2	chr4	193392592	193392594	D15-1048	78
FRG2	chr4	193392594	193392600	D15-1048	77
FRG2	chr4	193392600	193392601	D15-1048	76
FRG2	chr4	193392601	193392603	D15-1048	75
FRG2	chr4	193392603	193392604	D15-1048	77
FRG2	chr4	193392604	193392608	D15-1048	75
FRG2	chr4	193392608	193392609	D15-1048	76
FRG2	chr4	193392609	193392610	D15-1048	77
FRG2	chr4	193392610	193392611	D15-1048	78
FRG2	chr4	193392611	193392613	D15-1048	79
FRG2	chr4	193392613	193392614	D15-1048	80
FRG2	chr4	193392614	193392616	D15-1048	82
FRG2	chr4	193392616	193392617	D15-1048	81
FRG2	chr4	193392617	193392618	D15-1048	80
FRG2	chr4	193392618	193392621	D15-1048	79
FRG2	chr4	193392621	193392622	D15-1048	80
FRG2	chr4	193392622	193392623	D15-1048	81
FRG2	chr4	193392623	193392624	D15-1048	83
FRG2	chr4	193392624	193392626	D15-1048	84
FRG2	chr4	193392626	193392627	D15-1048	85
FRG2	chr4	193392627	193392629	D15-1048	83
FRG2	chr4	193392629	193392630	D15-1048	84
FRG2	chr4	193392630	193392631	D15-1048	83
FRG2	chr4	193392631	193392632	D15-1048	82
FRG2	chr4	193392632	193392633	D15-1048	80
FRG2	chr4	193392633	193392635	D15-1048	81
FRG2	chr4	193392635	193392636	D15-1048	78
FRG2	chr4	193392636	193392637	D15-1048	80
FRG2	chr4	193392637	193392639	D15-1048	81
FRG2	chr4	193392639	193392640	D15-1048	82
FRG2	chr4	193392640	193392641	D15-1048	81
FRG2	chr4	193392641	193392642	D15-1048	80
FRG2	chr4	193392642	193392643	D15-1048	78
FRG2	chr4	193392643	193392648	D15-1048	80
FRG2	chr4	193392648	193392649	D15-1048	79
FRG2	chr4	193392649	193392650	D15-1048	80
FRG2	chr4	193392650	193392652	D15-1048	79
FRG2	chr4	193392652	193392655	D15-1048	80
FRG2	chr4	193392655	193392656	D15-1048	81
FRG2	chr4	193392656	193392658	D15-1048	80
FRG2	chr4	193392658	193392659	D15-1048	81
FRG2	chr4	193392659	193392660	D15-1048	82
FRG2	chr4	193392660	193392661	D15-1048	81
FRG2	chr4	193392661	193392663	D15-1048	80
FRG2	chr4	193392663	193392664	D15-1048	81
FRG2	chr4	193392664	193392667	D15-1048	80
FRG2	chr4	193392667	193392668	D15-1048	81
FRG2	chr4	193392668	193392670	D15-1048	82
FRG2	chr4	193392670	193392676	D15-1048	85
FRG2	chr4	193392676	193392680	D15-1048	83
FRG2	chr4	193392680	193392683	D15-1048	85
FRG2	chr4	193392683	193392685	D15-1048	84
FRG2	chr4	193392685	193392686	D15-1048	83
FRG2	chr4	193392686	193392687	D15-1048	78
FRG2	chr4	193392687	193392689	D15-1048	79
FRG2	chr4	193392689	193392691	D15-1048	78
FRG2	chr4	193392691	193392692	D15-1048	77
FRG2	chr4	193392692	193392695	D15-1048	76
FRG2	chr4	193392695	193392696	D15-1048	75
FRG2	chr4	193392696	193392699	D15-1048	74
FRG2	chr4	193392699	193392702	D15-1048	79
FRG2	chr4	193392702	193392703	D15-1048	78
FRG2	chr4	193392703	193392707	D15-1048	79
FRG2	chr4	193392707	193392709	D15-1048	80
FRG2	chr4	193392709	193392711	D15-1048	79
FRG2	chr4	193392711	193392712	D15-1048	80
FRG2	chr4	193392712	193392713	D15-1048	85
FRG2	chr4	193392713	193392714	D15-1048	87
FRG2	chr4	193392714	193392716	D15-1048	86
FRG2	chr4	193392716	193392717	D15-1048	88
FRG2	chr4	193392717	193392720	D15-1048	89
FRG2	chr4	193392720	193392723	D15-1048	87
FRG2	chr4	193392723	193392724	D15-1048	86
FRG2	chr4	193392724	193392725	D15-1048	85
FRG2	chr4	193392725	193392726	D15-1048	82
FRG2	chr4	193392726	193392728	D15-1048	81
FRG2	chr4	193392728	193392731	D15-1048	83
FRG2	chr4	193392731	193392732	D15-1048	84
FRG2	chr4	193392732	193392737	D15-1048	81
FRG2	chr4	193392737	193392738	D15-1048	80
FRG2	chr4	193392738	193392740	D15-1048	78
FRG2	chr4	193392740	193392741	D15-1048	76
FRG2	chr4	193392741	193392742	D15-1048	74
FRG2	chr4	193392742	193392744	D15-1048	71
FRG2	chr4	193392744	193392745	D15-1048	73
FRG2	chr4	193392745	193392746	D15-1048	72
FRG2	chr4	193392746	193392747	D15-1048	73
FRG2	chr4	193392747	193392750	D15-1048	74
FRG2	chr4	193392750	193392753	D15-1048	73
FRG2	chr4	193392753	193392755	D15-1048	71
FRG2	chr4	193392755	193392756	D15-1048	73
FRG2	chr4	193392756	193392758	D15-1048	74
FRG2	chr4	193392758	193392759	D15-1048	73
FRG2	chr4	193392759	193392760	D15-1048	72
FRG2	chr4	193392760	193392761	D15-1048	71
FRG2	chr4	193392761	193392764	D15-1048	70
FRG2	chr4	193392764	193392766	D15-1048	68
FRG2	chr4	193392766	193392771	D15-1048	69
FRG2	chr4	193392771	193392772	D15-1048	68
FRG2	chr4	193392772	193392773	D15-1048	67
FRG2	chr4	193392773	193392775	D15-1048	65
FRG2	chr4	193392775	193392779	D15-1048	66
FRG2	chr4	193392779	193392780	D15-1048	65
FRG2	chr4	193392780	193392781	D15-1048	66
FRG2	chr4	193392781	193392782	D15-1048	67
FRG2	chr4	193392782	193392783	D15-1048	68
FRG2	chr4	193392783	193392785	D15-1048	67
FRG2	chr4	193392785	193392786	D15-1048	66
FRG2	chr4	193392786	193392788	D15-1048	64
FRG2	chr4	193392788	193392789	D15-1048	65
FRG2	chr4	193392789	193392791	D15-1048	64
FRG2	chr4	193392791	193392793	D15-1048	63
FRG2	chr4	193392793	193392797	D15-1048	61
FRG2	chr4	193392797	193392799	D15-1048	62
FRG2	chr4	193392799	193392805	D15-1048	61
FRG2	chr4	193392805	193392807	D15-1048	60
FRG2	chr4	193392807	193392808	D15-1048	61
FRG2	chr4	193392808	193392809	D15-1048	60
FRG2	chr4	193392809	193392811	D15-1048	59
FRG2	chr4	193392811	193392813	D15-1048	60
FRG2	chr4	193392813	193392814	D15-1048	59
FRG2	chr4	193392814	193392819	D15-1048	62
FRG2	chr4	193392819	193392820	D15-1048	65
FRG2	chr4	193392820	193392822	D15-1048	61
FRG2	chr4	193392822	193392826	D15-1048	62
FRG2	chr4	193392826	193392830	D15-1048	63
FRG2	chr4	193392830	193392831	D15-1048	62
FRG2	chr4	193392831	193392840	D15-1048	61
FRG2	chr4	193392840	193392843	D15-1048	62
FRG2	chr4	193392843	193392849	D15-1048	63
FRG2	chr4	193392849	193392851	D15-1048	59
FRG2	chr4	193392851	193392856	D15-1048	61
FRG2	chr4	193392856	193392857	D15-1048	62
FRG2	chr4	193392857	193392861	D15-1048	61
FRG2	chr4	193392861	193392862	D15-1048	60
FRG2	chr4	193392862	193392863	D15-1048	55
FRG2	chr4	193392863	193392864	D15-1048	53
FRG2	chr4	193392864	193392865	D15-1048	52
FRG2	chr4	193392865	193392866	D15-1048	53
FRG2	chr4	193392866	193392877	D15-1048	51
FRG2	chr4	193392877	193392878	D15-1048	52
FRG2	chr4	193392878	193392879	D15-1048	50
FRG2	chr4	193392879	193392880	D15-1048	51
FRG2	chr4	193392880	193392881	D15-1048	53
FRG2	chr4	193392881	193392884	D15-1048	54
FRG2	chr4	193392884	193392885	D15-1048	56
FRG2	chr4	193392885	193392887	D15-1048	57
FRG2	chr4	193392887	193392888	D15-1048	58
FRG2	chr4	193392888	193392890	D15-1048	59
FRG2	chr4	193392890	193392892	D15-1048	62
FRG2	chr4	193392892	193392893	D15-1048	63
FRG2	chr4	193392893	193392894	D15-1048	65
FRG2	chr4	193392894	193392896	D15-1048	64
FRG2	chr4	193392896	193392897	D15-1048	63
FRG2	chr4	193392897	193392905	D15-1048	61
FRG2	chr4	193392905	193392906	D15-1048	59
FRG2	chr4	193392906	193392911	D15-1048	58
FRG2	chr4	193392911	193392913	D15-1048	60
FRG2	chr4	193392913	193392915	D15-1048	63
FRG2	chr4	193392915	193392917	D15-1048	64
FRG2	chr4	193392917	193392919	D15-1048	65
FRG2	chr4	193392919	193392921	D15-1048	68
FRG2	chr4	193392921	193392924	D15-1048	69
FRG2	chr4	193392924	193392925	D15-1048	68
FRG2	chr4	193392925	193392926	D15-1048	67
FRG2	chr4	193392926	193392929	D15-1048	66
FRG2	chr4	193392929	193392930	D15-1048	67
FRG2	chr4	193392930	193392931	D15-1048	66
FRG2	chr4	193392931	193392933	D15-1048	65
FRG2	chr4	193392933	193392935	D15-1048	67
FRG2	chr4	193392935	193392936	D15-1048	69
FRG2	chr4	193392936	193392937	D15-1048	72
FRG2	chr4	193392937	193392938	D15-1048	71
FRG2	chr4	193392938	193392940	D15-1048	70
FRG2	chr4	193392940	193392941	D15-1048	72
FRG2	chr4	193392941	193392943	D15-1048	73
FRG2	chr4	193392943	193392944	D15-1048	74
FRG2	chr4	193392944	193392946	D15-1048	75
FRG2	chr4	193392946	193392947	D15-1048	76
FRG2	chr4	193392947	193392956	D15-1048	75
FRG2	chr4	193392956	193392958	D15-1048	76
FRG2	chr4	193392958	193392959	D15-1048	77
FRG2	chr4	193392959	193392961	D15-1048	78
FRG2	chr4	193392961	193392963	D15-1048	79
FRG2	chr4	193392963	193392964	D15-1048	81
FRG2	chr4	193392964	193392966	D15-1048	78
FRG2	chr4	193392966	193392968	D15-1048	80
FRG2	chr4	193392968	193392969	D15-1048	79
FRG2	chr4	193392969	193392970	D15-1048	76
FRG2	chr4	193392970	193392972	D15-1048	77
FRG2	chr4	193392972	193392974	D15-1048	76
FRG2	chr4	193392974	193392976	D15-1048	77
FRG2	chr4	193392976	193392980	D15-1048	78
FRG2	chr4	193392980	193392987	D15-1048	77
FRG2	chr4	193392987	193392988	D15-1048	76
FRG2	chr4	193392988	193392990	D15-1048	77
FRG2	chr4	193392990	193392991	D15-1048	76
FRG2	chr4	193392991	193392993	D15-1048	77
FRG2	chr4	193392993	193392994	D15-1048	76
FRG2	chr4	193392994	193392999	D15-1048	75
FRG2	chr4	193392999	193393001	D15-1048	74
FRG2	chr4	193393001	193393003	D15-1048	72
FRG2	chr4	193393003	193393009	D15-1048	71
FRG2	chr4	193393009	193393013	D15-1048	72
FRG2	chr4	193393013	193393015	D15-1048	71
FRG2	chr4	193393015	193393017	D15-1048	70
FRG2	chr4	193393017	193393027	D15-1048	69
FRG2	chr4	193393027	193393029	D15-1048	68
FRG2	chr4	193393029	193393030	D15-1048	67
FRG2	chr4	193393030	193393031	D15-1048	65
FRG2	chr4	193393031	193393033	D15-1048	63
FRG2	chr4	193393033	193393034	D15-1048	65
FRG2	chr4	193393034	193393037	D15-1048	63
FRG2	chr4	193393037	193393038	D15-1048	62
FRG2	chr4	193393038	193393040	D15-1048	61
FRG2	chr4	193393040	193393042	D15-1048	60
FRG2	chr4	193393042	193393043	D15-1048	59
FRG2	chr4	193393043	193393044	D15-1048	58
FRG2	chr4	193393044	193393051	D15-1048	57
FRG2	chr4	193393051	193393052	D15-1048	58
FRG2	chr4	193393052	193393061	D15-1048	59
FRG2	chr4	193393061	193393063	D15-1048	57
FRG2	chr4	193393063	193393065	D15-1048	53
FRG2	chr4	193393065	193393066	D15-1048	52
FRG2	chr4	193393066	193393067	D15-1048	51
FRG2	chr4	193393067	193393069	D15-1048	50
FRG2	chr4	193393069	193393071	D15-1048	47
FRG2	chr4	193393071	193393072	D15-1048	46
FRG2	chr4	193393072	193393082	D15-1048	47
FRG2	chr4	193393082	193393083	D15-1048	46
FRG2	chr4	193393083	193393085	D15-1048	44
FRG2	chr4	193393085	193393086	D15-1048	42
FRG2	chr4	193393086	193393087	D15-1048	39
FRG2	chr4	193393087	193393088	D15-1048	41
FRG2	chr4	193393088	193393090	D15-1048	42
FRG2	chr4	193393090	193393091	D15-1048	40
FRG2	chr4	193393091	193393092	D15-1048	39
FRG2	chr4	193393092	193393093	D15-1048	40
FRG2	chr4	193393093	193393094	D15-1048	39
FRG2	chr4	193393094	193393096	D15-1048	38
FRG2	chr4	193393096	193393099	D15-1048	37
FRG2	chr4	193393099	193393105	D15-1048	38
FRG2	chr4	193393105	193393106	D15-1048	39
FRG2	chr4	193393106	193393109	D15-1048	38
FRG2	chr4	193393109	193393111	D15-1048	37
FRG2	chr4	193393111	193393113	D15-1048	36
FRG2	chr4	193393113	193393116	D15-1048	34
FRG2	chr4	193393116	193393117	D15-1048	32
FRG2	chr4	193393117	193393119	D15-1048	31
FRG2	chr4	193393119	193393120	D15-1048	32
FRG2	chr4	193393120	193393121	D15-1048	31
FRG2	chr4	193393121	193393122	D15-1048	32
FRG2	chr4	193393122	193393124	D15-1048	33
FRG2	chr4	193393124	193393126	D15-1048	32
FRG2	chr4	193393126	193393128	D15-1048	30
FRG2	chr4	193393128	193393132	D15-1048	32
FRG2	chr4	193393132	193393136	D15-1048	33
FRG2	chr4	193393136	193393138	D15-1048	34
FRG2	chr4	193393138	193393143	D15-1048	33
FRG2	chr4	193393143	193393151	D15-1048	34
FRG2	chr4	193393151	193393153	D15-1048	35
FRG2	chr4	193393153	193393155	D15-1048	37
FRG2	chr4	193393155	193393157	D15-1048	36
FRG2	chr4	193393157	193393161	D15-1048	35
FRG2	chr4	193393161	193393162	D15-1048	36
FRG2	chr4	193393162	193393170	D15-1048	37
FRG2	chr4	193393170	193393171	D15-1048	39
FRG2	chr4	193393171	193393176	D15-1048	41
FRG2	chr4	193393176	193393181	D15-1048	42
FRG2	chr4	193393181	193393182	D15-1048	43
FRG2	chr4	193393182	193393183	D15-1048	44
FRG2	chr4	193393183	193393185	D15-1048	42
FRG2	chr4	193393185	193393190	D15-1048	41
FRG2	chr4	193393190	193393191	D15-1048	39
FRG2	chr4	193393191	193393192	D15-1048	40
FRG2	chr4	193393192	193393194	D15-1048	41
FRG2	chr4	193393194	193393200	D15-1048	42
FRG2	chr4	193393200	193393201	D15-1048	44
FRG2	chr4	193393201	193393202	D15-1048	43
FRG2	chr4	193393202	193393204	D15-1048	42
FRG2	chr4	193393204	193393206	D15-1048	44
FRG2	chr4	193393206	193393207	D15-1048	45
FRG2	chr4	193393207	193393213	D15-1048	46
FRG2	chr4	193393213	193393222	D15-1048	47
FRG2	chr4	193393222	193393223	D15-1048	48
FRG2	chr4	193393223	193393227	D15-1048	49
FRG2	chr4	193393227	193393229	D15-1048	50
FRG2	chr4	193393229	193393230	D15-1048	49
FRG2	chr4	193393230	193393234	D15-1048	50
FRG2	chr4	193393234	193393235	D15-1048	51
FRG2	chr4	193393235	193393236	D15-1048	53
FRG2	chr4	193393236	193393237	D15-1048	54
FRG2	chr4	193393237	193393240	D15-1048	52
FRG2	chr4	193393240	193393241	D15-1048	53
FRG2	chr4	193393241	193393242	D15-1048	54
FRG2	chr4	193393242	193393244	D15-1048	53
FRG2	chr4	193393244	193393249	D15-1048	54
FRG2	chr4	193393249	193393252	D15-1048	53
FRG2	chr4	193393252	193393255	D15-1048	52
FRG2	chr4	193393255	193393257	D15-1048	51
FRG2	chr4	193393257	193393259	D15-1048	50
FRG2	chr4	193393259	193393260	D15-1048	51
FRG2	chr4	193393260	193393261	D15-1048	52
FRG2	chr4	193393261	193393264	D15-1048	51
