gene	chr	start	end	sample	depth
FRG2	chr4	190025641	190025646	D16-0298	54
FRG2	chr4	190025646	190025651	D16-0298	55
FRG2	chr4	190025651	190025655	D16-0298	57
FRG2	chr4	190025655	190025660	D16-0298	56
FRG2	chr4	190025660	190025661	D16-0298	55
FRG2	chr4	190025661	190025662	D16-0298	54
FRG2	chr4	190025662	190025667	D16-0298	55
FRG2	chr4	190025667	190025670	D16-0298	54
FRG2	chr4	190025670	190025672	D16-0298	52
FRG2	chr4	190025672	190025674	D16-0298	55
FRG2	chr4	190025674	190025675	D16-0298	51
FRG2	chr4	190025675	190025677	D16-0298	52
FRG2	chr4	190025677	190025679	D16-0298	54
FRG2	chr4	190025679	190025680	D16-0298	53
FRG2	chr4	190025680	190025681	D16-0298	54
FRG2	chr4	190025681	190025684	D16-0298	55
FRG2	chr4	190025684	190025685	D16-0298	53
FRG2	chr4	190025685	190025687	D16-0298	52
FRG2	chr4	190025687	190025689	D16-0298	53
FRG2	chr4	190025689	190025693	D16-0298	52
FRG2	chr4	190025693	190025694	D16-0298	51
FRG2	chr4	190025694	190025695	D16-0298	50
FRG2	chr4	190025695	190025698	D16-0298	51
FRG2	chr4	190025698	190025699	D16-0298	50
FRG2	chr4	190025699	190025700	D16-0298	49
FRG2	chr4	190025700	190025702	D16-0298	48
FRG2	chr4	190025702	190025704	D16-0298	51
FRG2	chr4	190025704	190025712	D16-0298	48
FRG2	chr4	190025712	190025714	D16-0298	47
FRG2	chr4	190025714	190025719	D16-0298	46
FRG2	chr4	190025719	190025723	D16-0298	47
FRG2	chr4	190025723	190025724	D16-0298	46
FRG2	chr4	190025724	190025726	D16-0298	45
FRG2	chr4	190025726	190025728	D16-0298	44
FRG2	chr4	190025728	190025729	D16-0298	45
FRG2	chr4	190025729	190025736	D16-0298	46
FRG2	chr4	190025736	190025738	D16-0298	47
FRG2	chr4	190025738	190025739	D16-0298	44
FRG2	chr4	190025739	190025740	D16-0298	45
FRG2	chr4	190025740	190025741	D16-0298	47
FRG2	chr4	190025741	190025744	D16-0298	45
FRG2	chr4	190025744	190025747	D16-0298	46
FRG2	chr4	190025747	190025749	D16-0298	45
FRG2	chr4	190025749	190025752	D16-0298	44
FRG2	chr4	190025752	190025762	D16-0298	45
FRG2	chr4	190025762	190025763	D16-0298	44
FRG2	chr4	190025763	190025767	D16-0298	43
FRG2	chr4	190025767	190025768	D16-0298	44
FRG2	chr4	190025768	190025772	D16-0298	43
FRG2	chr4	190025772	190025774	D16-0298	44
FRG2	chr4	190025774	190025777	D16-0298	46
FRG2	chr4	190025777	190025780	D16-0298	44
FRG2	chr4	190025780	190025781	D16-0298	42
FRG2	chr4	190025781	190025782	D16-0298	43
FRG2	chr4	190025782	190025783	D16-0298	38
FRG2	chr4	190025783	190025788	D16-0298	39
FRG2	chr4	190025788	190025790	D16-0298	40
FRG2	chr4	190025790	190025791	D16-0298	38
FRG2	chr4	190025791	190025793	D16-0298	39
FRG2	chr4	190025793	190025798	D16-0298	40
FRG2	chr4	190025798	190025801	D16-0298	44
FRG2	chr4	190025801	190025804	D16-0298	42
FRG2	chr4	190025804	190025812	D16-0298	43
FRG2	chr4	190025812	190025813	D16-0298	41
FRG2	chr4	190025813	190025814	D16-0298	42
FRG2	chr4	190025814	190025816	D16-0298	44
FRG2	chr4	190025816	190025818	D16-0298	45
FRG2	chr4	190025818	190025822	D16-0298	46
FRG2	chr4	190025822	190025823	D16-0298	43
FRG2	chr4	190025823	190025827	D16-0298	45
FRG2	chr4	190025827	190025830	D16-0298	43
FRG2	chr4	190025830	190025831	D16-0298	42
FRG2	chr4	190025831	190025832	D16-0298	41
FRG2	chr4	190025832	190025843	D16-0298	40
FRG2	chr4	190025843	190025845	D16-0298	43
FRG2	chr4	190025845	190025847	D16-0298	42
FRG2	chr4	190025847	190025849	D16-0298	43
FRG2	chr4	190025849	190025852	D16-0298	45
FRG2	chr4	190025852	190025854	D16-0298	42
FRG2	chr4	190025854	190025857	D16-0298	44
FRG2	chr4	190025857	190025862	D16-0298	46
FRG2	chr4	190025862	190025869	D16-0298	47
FRG2	chr4	190025869	190025878	D16-0298	46
FRG2	chr4	190025878	190025879	D16-0298	45
FRG2	chr4	190025879	190025886	D16-0298	44
FRG2	chr4	190025886	190025889	D16-0298	43
FRG2	chr4	190025889	190025890	D16-0298	42
FRG2	chr4	190025890	190025894	D16-0298	40
FRG2	chr4	190025894	190025900	D16-0298	42
FRG2	chr4	190025900	190025903	D16-0298	43
FRG2	chr4	190025903	190025905	D16-0298	42
FRG2	chr4	190025905	190025908	D16-0298	43
FRG2	chr4	190025908	190025909	D16-0298	44
FRG2	chr4	190025909	190025915	D16-0298	45
FRG2	chr4	190025915	190025916	D16-0298	46
FRG2	chr4	190025916	190025917	D16-0298	47
FRG2	chr4	190025917	190025922	D16-0298	48
FRG2	chr4	190025922	190025924	D16-0298	46
FRG2	chr4	190025924	190025928	D16-0298	45
FRG2	chr4	190025928	190025929	D16-0298	44
FRG2	chr4	190025929	190025931	D16-0298	47
FRG2	chr4	190025931	190025932	D16-0298	46
FRG2	chr4	190025932	190025933	D16-0298	47
FRG2	chr4	190025933	190025934	D16-0298	46
FRG2	chr4	190025934	190025938	D16-0298	48
FRG2	chr4	190025938	190025939	D16-0298	47
FRG2	chr4	190025939	190025941	D16-0298	53
FRG2	chr4	190025941	190025943	D16-0298	52
FRG2	chr4	190025943	190025946	D16-0298	51
FRG2	chr4	190025946	190025948	D16-0298	50
FRG2	chr4	190025948	190025950	D16-0298	46
FRG2	chr4	190025950	190025954	D16-0298	49
FRG2	chr4	190025954	190025955	D16-0298	48
FRG2	chr4	190025955	190025959	D16-0298	49
FRG2	chr4	190025959	190025960	D16-0298	50
FRG2	chr4	190025960	190025961	D16-0298	51
FRG2	chr4	190025961	190025962	D16-0298	52
FRG2	chr4	190025962	190025963	D16-0298	53
FRG2	chr4	190025963	190025964	D16-0298	52
FRG2	chr4	190025964	190025966	D16-0298	51
FRG2	chr4	190025966	190025967	D16-0298	48
FRG2	chr4	190025967	190025968	D16-0298	49
FRG2	chr4	190025968	190025970	D16-0298	48
FRG2	chr4	190025970	190025972	D16-0298	49
FRG2	chr4	190025972	190025973	D16-0298	50
FRG2	chr4	190025973	190025975	D16-0298	48
FRG2	chr4	190025975	190025978	D16-0298	47
FRG2	chr4	190025978	190025981	D16-0298	48
FRG2	chr4	190025981	190025987	D16-0298	46
FRG2	chr4	190025987	190025988	D16-0298	47
FRG2	chr4	190025988	190025989	D16-0298	48
FRG2	chr4	190025989	190025990	D16-0298	49
FRG2	chr4	190025990	190025993	D16-0298	51
FRG2	chr4	190025993	190025997	D16-0298	50
FRG2	chr4	190025997	190025998	D16-0298	49
FRG2	chr4	190025998	190025999	D16-0298	50
FRG2	chr4	190025999	190026000	D16-0298	48
FRG2	chr4	190026000	190026004	D16-0298	49
FRG2	chr4	190026004	190026005	D16-0298	47
FRG2	chr4	190026005	190026007	D16-0298	49
FRG2	chr4	190026007	190026012	D16-0298	47
FRG2	chr4	190026012	190026023	D16-0298	46
FRG2	chr4	190026023	190026031	D16-0298	47
FRG2	chr4	190026031	190026039	D16-0298	48
FRG2	chr4	190026039	190026044	D16-0298	50
FRG2	chr4	190026044	190026048	D16-0298	47
FRG2	chr4	190026048	190026049	D16-0298	48
FRG2	chr4	190026049	190026050	D16-0298	49
FRG2	chr4	190026050	190026051	D16-0298	48
FRG2	chr4	190026051	190026052	D16-0298	49
FRG2	chr4	190026052	190026058	D16-0298	48
FRG2	chr4	190026058	190026059	D16-0298	47
FRG2	chr4	190026059	190026060	D16-0298	46
FRG2	chr4	190026060	190026065	D16-0298	48
FRG2	chr4	190026065	190026066	D16-0298	47
FRG2	chr4	190026066	190026067	D16-0298	46
FRG2	chr4	190026067	190026074	D16-0298	44
FRG2	chr4	190026074	190026079	D16-0298	43
FRG2	chr4	190026079	190026082	D16-0298	40
FRG2	chr4	190026082	190026084	D16-0298	39
FRG2	chr4	190026084	190026085	D16-0298	37
FRG2	chr4	190026085	190026089	D16-0298	39
FRG2	chr4	190026089	190026091	D16-0298	35
FRG2	chr4	190026091	190026097	D16-0298	37
FRG2	chr4	190026097	190026100	D16-0298	39
FRG2	chr4	190026100	190026101	D16-0298	36
FRG2	chr4	190026101	190026105	D16-0298	38
FRG2	chr4	190026105	190026106	D16-0298	37
FRG2	chr4	190026106	190026109	D16-0298	38
FRG2	chr4	190026109	190026110	D16-0298	37
FRG2	chr4	190026110	190026111	D16-0298	36
FRG2	chr4	190026111	190026112	D16-0298	35
FRG2	chr4	190026112	190026114	D16-0298	34
FRG2	chr4	190026114	190026117	D16-0298	33
FRG2	chr4	190026117	190026120	D16-0298	32
FRG2	chr4	190026120	190026122	D16-0298	31
FRG2	chr4	190026122	190026128	D16-0298	30
FRG2	chr4	190026128	190026130	D16-0298	29
FRG2	chr4	190026130	190026131	D16-0298	30
FRG2	chr4	190026131	190026137	D16-0298	32
FRG2	chr4	190026137	190026139	D16-0298	30
FRG2	chr4	190026139	190026140	D16-0298	29
FRG2	chr4	190026140	190026143	D16-0298	28
FRG2	chr4	190026143	190026145	D16-0298	27
FRG2	chr4	190026145	190026148	D16-0298	28
FRG2	chr4	190026148	190026150	D16-0298	27
FRG2	chr4	190026150	190026151	D16-0298	26
FRG2	chr4	190026151	190026160	D16-0298	27
FRG2	chr4	190026160	190026165	D16-0298	29
FRG2	chr4	190026165	190026168	D16-0298	31
FRG2	chr4	190026168	190026180	D16-0298	32
FRG2	chr4	190026180	190026181	D16-0298	34
FRG2	chr4	190026181	190026189	D16-0298	33
FRG2	chr4	190026189	190026190	D16-0298	31
FRG2	chr4	190026190	190026196	D16-0298	32
FRG2	chr4	190026196	190026197	D16-0298	34
FRG2	chr4	190026197	190026198	D16-0298	35
FRG2	chr4	190026198	190026199	D16-0298	34
FRG2	chr4	190026199	190026203	D16-0298	33
FRG2	chr4	190026203	190026205	D16-0298	34
FRG2	chr4	190026205	190026210	D16-0298	33
FRG2	chr4	190026210	190026211	D16-0298	31
FRG2	chr4	190026211	190026221	D16-0298	34
FRG2	chr4	190026221	190026230	D16-0298	35
FRG2	chr4	190026230	190026235	D16-0298	36
FRG2	chr4	190026235	190026238	D16-0298	34
FRG2	chr4	190026238	190026241	D16-0298	36
FRG2	chr4	190026241	190026247	D16-0298	34
FRG2	chr4	190026247	190026249	D16-0298	32
FRG2	chr4	190026249	190026251	D16-0298	34
FRG2	chr4	190026251	190026253	D16-0298	32
FRG2	chr4	190026253	190026256	D16-0298	33
FRG2	chr4	190026256	190026261	D16-0298	32
FRG2	chr4	190026261	190026267	D16-0298	33
FRG2	chr4	190026267	190026269	D16-0298	34
FRG2	chr4	190026269	190026275	D16-0298	35
FRG2	chr4	190026275	190026277	D16-0298	37
FRG2	chr4	190026277	190026280	D16-0298	38
FRG2	chr4	190026280	190026281	D16-0298	37
FRG2	chr4	190026281	190026288	D16-0298	35
FRG2	chr4	190026288	190026290	D16-0298	34
FRG2	chr4	190026290	190026295	D16-0298	33
FRG2	chr4	190026295	190026299	D16-0298	32
FRG2	chr4	190026299	190026301	D16-0298	33
FRG2	chr4	190026301	190026304	D16-0298	32
FRG2	chr4	190026304	190026305	D16-0298	34
FRG2	chr4	190026305	190026310	D16-0298	32
FRG2	chr4	190026310	190026315	D16-0298	30
FRG2	chr4	190026315	190026318	D16-0298	28
FRG2	chr4	190026318	190026321	D16-0298	27
FRG2	chr4	190026321	190026324	D16-0298	29
FRG2	chr4	190026324	190026329	D16-0298	30
FRG2	chr4	190026329	190026330	D16-0298	32
FRG2	chr4	190026330	190026331	D16-0298	30
FRG2	chr4	190026331	190026340	D16-0298	29
FRG2	chr4	190026340	190026346	D16-0298	28
FRG2	chr4	190026346	190026347	D16-0298	26
FRG2	chr4	190026347	190026349	D16-0298	25
FRG2	chr4	190026349	190026351	D16-0298	26
FRG2	chr4	190026351	190026353	D16-0298	25
FRG2	chr4	190026353	190026354	D16-0298	24
FRG2	chr4	190026354	190026356	D16-0298	25
FRG2	chr4	190026356	190026361	D16-0298	26
FRG2	chr4	190026361	190026371	D16-0298	24
FRG2	chr4	190026371	190026372	D16-0298	23
FRG2	chr4	190026372	190026376	D16-0298	24
FRG2	chr4	190026376	190026377	D16-0298	25
FRG2	chr4	190026377	190026378	D16-0298	26
FRG2	chr4	190026378	190026380	D16-0298	27
FRG2	chr4	190026380	190026382	D16-0298	26
FRG2	chr4	190026382	190026386	D16-0298	28
FRG2	chr4	190026386	190026388	D16-0298	30
FRG2	chr4	190026388	190026389	D16-0298	29
FRG2	chr4	190026389	190026390	D16-0298	30
FRG2	chr4	190026390	190026392	D16-0298	31
FRG2	chr4	190026392	190026397	D16-0298	33
FRG2	chr4	190026397	190026399	D16-0298	34
FRG2	chr4	190026399	190026403	D16-0298	32
FRG2	chr4	190026403	190026404	D16-0298	30
FRG2	chr4	190026404	190026417	D16-0298	31
FRG2	chr4	190026417	190026418	D16-0298	32
FRG2	chr4	190026418	190026422	D16-0298	33
FRG2	chr4	190026422	190026425	D16-0298	35
FRG2	chr4	190026425	190026447	D16-0298	33
FRG2	chr4	190026447	190026449	D16-0298	34
FRG2	chr4	190026449	190026451	D16-0298	33
FRG2	chr4	190026451	190026453	D16-0298	35
FRG2	chr4	190026453	190026454	D16-0298	40
FRG2	chr4	190026454	190026458	D16-0298	38
FRG2	chr4	190026458	190026462	D16-0298	40
FRG2	chr4	190026462	190026467	D16-0298	42
FRG2	chr4	190026467	190026471	D16-0298	44
FRG2	chr4	190026471	190026474	D16-0298	42
FRG2	chr4	190026474	190026479	D16-0298	41
FRG2	chr4	190026479	190026485	D16-0298	39
FRG2	chr4	190026485	190026489	D16-0298	40
FRG2	chr4	190026489	190026490	D16-0298	41
FRG2	chr4	190026490	190026495	D16-0298	42
FRG2	chr4	190026495	190026497	D16-0298	43
FRG2	chr4	190026497	190026499	D16-0298	45
FRG2	chr4	190026499	190026505	D16-0298	44
FRG2	chr4	190026505	190026506	D16-0298	45
FRG2	chr4	190026506	190026511	D16-0298	44
FRG2	chr4	190026511	190026517	D16-0298	45
FRG2	chr4	190026517	190026521	D16-0298	46
FRG2	chr4	190026521	190026522	D16-0298	47
FRG2	chr4	190026522	190026523	D16-0298	46
FRG2	chr4	190026523	190026525	D16-0298	47
FRG2	chr4	190026525	190026526	D16-0298	49
FRG2	chr4	190026526	190026527	D16-0298	48
FRG2	chr4	190026527	190026528	D16-0298	50
FRG2	chr4	190026528	190026532	D16-0298	49
FRG2	chr4	190026532	190026533	D16-0298	47
FRG2	chr4	190026533	190026535	D16-0298	50
FRG2	chr4	190026535	190026536	D16-0298	49
FRG2	chr4	190026536	190026538	D16-0298	48
FRG2	chr4	190026538	190026539	D16-0298	49
FRG2	chr4	190026539	190026540	D16-0298	48
FRG2	chr4	190026540	190026542	D16-0298	47
FRG2	chr4	190026542	190026545	D16-0298	45
FRG2	chr4	190026545	190026546	D16-0298	46
FRG2	chr4	190026546	190026547	D16-0298	47
FRG2	chr4	190026547	190026548	D16-0298	46
FRG2	chr4	190026548	190026552	D16-0298	47
FRG2	chr4	190026552	190026554	D16-0298	48
FRG2	chr4	190026554	190026555	D16-0298	47
FRG2	chr4	190026555	190026558	D16-0298	48
FRG2	chr4	190026558	190026560	D16-0298	50
FRG2	chr4	190026560	190026561	D16-0298	51
FRG2	chr4	190026561	190026563	D16-0298	50
FRG2	chr4	190026563	190026565	D16-0298	53
FRG2	chr4	190026565	190026567	D16-0298	54
FRG2	chr4	190026567	190026572	D16-0298	52
FRG2	chr4	190026572	190026573	D16-0298	51
FRG2	chr4	190026573	190026577	D16-0298	53
FRG2	chr4	190026577	190026578	D16-0298	52
FRG2	chr4	190026578	190026589	D16-0298	53
FRG2	chr4	190026589	190026590	D16-0298	54
FRG2	chr4	190026590	190026594	D16-0298	55
FRG2	chr4	190026594	190026597	D16-0298	59
FRG2	chr4	190026597	190026598	D16-0298	58
FRG2	chr4	190026598	190026601	D16-0298	57
FRG2	chr4	190026601	190026602	D16-0298	54
FRG2	chr4	190026602	190026603	D16-0298	53
FRG2	chr4	190026603	190026608	D16-0298	48
FRG2	chr4	190026608	190026612	D16-0298	47
FRG2	chr4	190026612	190026617	D16-0298	45
FRG2	chr4	190026617	190026621	D16-0298	43
FRG2	chr4	190026621	190026630	D16-0298	44
FRG2	chr4	190026630	190026632	D16-0298	45
FRG2	chr4	190026632	190026635	D16-0298	46
FRG2	chr4	190026635	190026637	D16-0298	45
FRG2	chr4	190026637	190026638	D16-0298	46
FRG2	chr4	190026638	190026639	D16-0298	47
FRG2	chr4	190026639	190026640	D16-0298	46
FRG2	chr4	190026640	190026642	D16-0298	45
FRG2	chr4	190026642	190026644	D16-0298	47
FRG2	chr4	190026644	190026645	D16-0298	48
FRG2	chr4	190026645	190026646	D16-0298	47
FRG2	chr4	190026646	190026647	D16-0298	48
FRG2	chr4	190026647	190026651	D16-0298	46
FRG2	chr4	190026651	190026652	D16-0298	47
FRG2	chr4	190026652	190026653	D16-0298	48
FRG2	chr4	190026653	190026654	D16-0298	49
FRG2	chr4	190026654	190026655	D16-0298	48
FRG2	chr4	190026655	190026657	D16-0298	47
FRG2	chr4	190026657	190026661	D16-0298	50
FRG2	chr4	190026661	190026667	D16-0298	49
FRG2	chr4	190026667	190026669	D16-0298	48
FRG2	chr4	190026669	190026673	D16-0298	50
FRG2	chr4	190026673	190026675	D16-0298	49
FRG2	chr4	190026675	190026677	D16-0298	47
FRG2	chr4	190026677	190026683	D16-0298	45
FRG2	chr4	190026683	190026686	D16-0298	42
FRG2	chr4	190026686	190026688	D16-0298	41
FRG2	chr4	190026688	190026693	D16-0298	39
FRG2	chr4	190026693	190026695	D16-0298	41
FRG2	chr4	190026695	190026698	D16-0298	40
FRG2	chr4	190026698	190026701	D16-0298	39
FRG2	chr4	190026701	190026702	D16-0298	41
FRG2	chr4	190026702	190026705	D16-0298	40
FRG2	chr4	190026705	190026706	D16-0298	39
FRG2	chr4	190026706	190026707	D16-0298	42
FRG2	chr4	190026707	190026710	D16-0298	43
FRG2	chr4	190026710	190026713	D16-0298	42
FRG2	chr4	190026713	190026715	D16-0298	40
FRG2	chr4	190026715	190026719	D16-0298	39
FRG2	chr4	190026719	190026722	D16-0298	40
FRG2	chr4	190026722	190026723	D16-0298	39
FRG2	chr4	190026723	190026728	D16-0298	37
FRG2	chr4	190026728	190026734	D16-0298	36
FRG2	chr4	190026734	190026735	D16-0298	39
FRG2	chr4	190026735	190026738	D16-0298	40
FRG2	chr4	190026738	190026739	D16-0298	41
FRG2	chr4	190026739	190026740	D16-0298	40
FRG2	chr4	190026740	190026741	D16-0298	39
FRG2	chr4	190026741	190026744	D16-0298	40
FRG2	chr4	190026744	190026746	D16-0298	36
FRG2	chr4	190026746	190026748	D16-0298	37
FRG2	chr4	190026748	190026750	D16-0298	38
FRG2	chr4	190026750	190026753	D16-0298	40
FRG2	chr4	190026753	190026754	D16-0298	41
FRG2	chr4	190026754	190026757	D16-0298	42
FRG2	chr4	190026757	190026762	D16-0298	43
FRG2	chr4	190026762	190026764	D16-0298	44
FRG2	chr4	190026764	190026776	D16-0298	45
FRG2	chr4	190026776	190026779	D16-0298	48
FRG2	chr4	190026779	190026780	D16-0298	49
FRG2	chr4	190026780	190026782	D16-0298	48
FRG2	chr4	190026782	190026787	D16-0298	47
FRG2	chr4	190026787	190026788	D16-0298	46
FRG2	chr4	190026788	190026792	D16-0298	45
FRG2	chr4	190026792	190026794	D16-0298	43
FRG2	chr4	190026794	190026796	D16-0298	42
FRG2	chr4	190026796	190026797	D16-0298	41
FRG2	chr4	190026797	190026798	D16-0298	42
FRG2	chr4	190026798	190026801	D16-0298	44
FRG2	chr4	190026801	190026802	D16-0298	43
FRG2	chr4	190026802	190026803	D16-0298	42
FRG2	chr4	190026803	190026807	D16-0298	41
FRG2	chr4	190026807	190026808	D16-0298	38
FRG2	chr4	190026808	190026810	D16-0298	43
FRG2	chr4	190026810	190026818	D16-0298	46
FRG2	chr4	190026818	190026819	D16-0298	49
FRG2	chr4	190026819	190026821	D16-0298	47
FRG2	chr4	190026821	190026824	D16-0298	46
FRG2	chr4	190026824	190026827	D16-0298	47
FRG2	chr4	190026827	190026829	D16-0298	46
FRG2	chr4	190026829	190026837	D16-0298	47
FRG2	chr4	190026837	190026843	D16-0298	48
FRG2	chr4	190026843	190026846	D16-0298	46
FRG2	chr4	190026846	190026847	D16-0298	45
FRG2	chr4	190026847	190026851	D16-0298	46
FRG2	chr4	190026851	190026854	D16-0298	44
FRG2	chr4	190026854	190026856	D16-0298	45
FRG2	chr4	190026856	190026857	D16-0298	41
FRG2	chr4	190026857	190026858	D16-0298	40
FRG2	chr4	190026858	190026859	D16-0298	41
FRG2	chr4	190026859	190026863	D16-0298	42
FRG2	chr4	190026863	190026869	D16-0298	41
FRG2	chr4	190026869	190026871	D16-0298	40
FRG2	chr4	190026871	190026874	D16-0298	46
FRG2	chr4	190026874	190026877	D16-0298	47
FRG2	chr4	190026877	190026878	D16-0298	49
FRG2	chr4	190026878	190026884	D16-0298	50
FRG2	chr4	190026884	190026889	D16-0298	47
FRG2	chr4	190026889	190026893	D16-0298	48
FRG2	chr4	190026893	190026894	D16-0298	49
FRG2	chr4	190026894	190026896	D16-0298	50
FRG2	chr4	190026896	190026898	D16-0298	49
FRG2	chr4	190026898	190026900	D16-0298	48
FRG2	chr4	190026900	190026901	D16-0298	46
FRG2	chr4	190026901	190026903	D16-0298	47
FRG2	chr4	190026903	190026904	D16-0298	46
FRG2	chr4	190026904	190026907	D16-0298	45
FRG2	chr4	190026907	190026910	D16-0298	44
FRG2	chr4	190026910	190026911	D16-0298	47
FRG2	chr4	190026911	190026912	D16-0298	48
FRG2	chr4	190026912	190026914	D16-0298	47
FRG2	chr4	190026914	190026916	D16-0298	46
FRG2	chr4	190026916	190026917	D16-0298	47
FRG2	chr4	190026917	190026921	D16-0298	48
FRG2	chr4	190026921	190026926	D16-0298	47
FRG2	chr4	190026926	190026941	D16-0298	45
FRG2	chr4	190026941	190026947	D16-0298	44
FRG2	chr4	190026947	190026948	D16-0298	43
FRG2	chr4	190026948	190026949	D16-0298	42
FRG2	chr4	190026949	190026952	D16-0298	43
FRG2	chr4	190026952	190026954	D16-0298	44
FRG2	chr4	190026954	190026958	D16-0298	46
FRG2	chr4	190026958	190026960	D16-0298	41
FRG2	chr4	190026960	190026965	D16-0298	39
FRG2	chr4	190026965	190026968	D16-0298	41
FRG2	chr4	190026968	190026974	D16-0298	38
FRG2	chr4	190026974	190026987	D16-0298	37
FRG2	chr4	190026987	190026991	D16-0298	36
FRG2	chr4	190026991	190026997	D16-0298	37
FRG2	chr4	190026997	190027001	D16-0298	36
FRG2	chr4	190027001	190027004	D16-0298	38
FRG2	chr4	190027004	190027007	D16-0298	37
FRG2	chr4	190027007	190027008	D16-0298	38
FRG2	chr4	190027008	190027009	D16-0298	37
FRG2	chr4	190027009	190027010	D16-0298	36
FRG2	chr4	190027010	190027012	D16-0298	37
FRG2	chr4	190027012	190027015	D16-0298	40
FRG2	chr4	190027015	190027017	D16-0298	42
FRG2	chr4	190027017	190027021	D16-0298	46
FRG2	chr4	190027021	190027022	D16-0298	39
FRG2	chr4	190027022	190027027	D16-0298	38
FRG2	chr4	190027027	190027028	D16-0298	37
FRG2	chr4	190027028	190027029	D16-0298	36
FRG2	chr4	190027029	190027030	D16-0298	37
FRG2	chr4	190027030	190027034	D16-0298	38
FRG2	chr4	190027034	190027036	D16-0298	39
FRG2	chr4	190027036	190027038	D16-0298	40
FRG2	chr4	190027038	190027039	D16-0298	39
FRG2	chr4	190027039	190027041	D16-0298	41
FRG2	chr4	190027041	190027043	D16-0298	40
FRG2	chr4	190027043	190027046	D16-0298	39
FRG2	chr4	190027046	190027051	D16-0298	40
FRG2	chr4	190027051	190027060	D16-0298	39
FRG2	chr4	190027060	190027061	D16-0298	36
FRG2	chr4	190027061	190027063	D16-0298	35
FRG2	chr4	190027063	190027066	D16-0298	37
FRG2	chr4	190027066	190027067	D16-0298	36
FRG2	chr4	190027067	190027074	D16-0298	35
FRG2	chr4	190027074	190027076	D16-0298	36
FRG2	chr4	190027076	190027079	D16-0298	33
FRG2	chr4	190027079	190027081	D16-0298	32
FRG2	chr4	190027081	190027089	D16-0298	35
FRG2	chr4	190027089	190027093	D16-0298	38
FRG2	chr4	190027093	190027102	D16-0298	39
FRG2	chr4	190027102	190027104	D16-0298	38
FRG2	chr4	190027104	190027105	D16-0298	36
FRG2	chr4	190027105	190027108	D16-0298	38
FRG2	chr4	190027108	190027109	D16-0298	40
FRG2	chr4	190027109	190027110	D16-0298	41
FRG2	chr4	190027110	190027111	D16-0298	40
FRG2	chr4	190027111	190027113	D16-0298	47
FRG2	chr4	190027113	190027116	D16-0298	46
FRG2	chr4	190027116	190027118	D16-0298	47
FRG2	chr4	190027118	190027129	D16-0298	48
FRG2	chr4	190027129	190027134	D16-0298	47
FRG2	chr4	190027134	190027138	D16-0298	48
FRG2	chr4	190027138	190027143	D16-0298	49
FRG2	chr4	190027143	190027148	D16-0298	50
FRG2	chr4	190027148	190027151	D16-0298	52
FRG2	chr4	190027151	190027157	D16-0298	51
FRG2	chr4	190027157	190027160	D16-0298	53
FRG2	chr4	190027160	190027161	D16-0298	52
FRG2	chr4	190027161	190027163	D16-0298	53
FRG2	chr4	190027163	190027165	D16-0298	56
FRG2	chr4	190027165	190027167	D16-0298	54
FRG2	chr4	190027167	190027168	D16-0298	50
FRG2	chr4	190027168	190027174	D16-0298	51
FRG2	chr4	190027174	190027177	D16-0298	50
FRG2	chr4	190027177	190027179	D16-0298	49
FRG2	chr4	190027179	190027180	D16-0298	48
FRG2	chr4	190027180	190027184	D16-0298	47
FRG2	chr4	190027184	190027186	D16-0298	46
FRG2	chr4	190027186	190027189	D16-0298	45
FRG2	chr4	190027189	190027196	D16-0298	44
FRG2	chr4	190027196	190027197	D16-0298	43
FRG2	chr4	190027197	190027202	D16-0298	45
FRG2	chr4	190027202	190027204	D16-0298	46
FRG2	chr4	190027204	190027213	D16-0298	48
FRG2	chr4	190027213	190027215	D16-0298	46
FRG2	chr4	190027215	190027224	D16-0298	48
FRG2	chr4	190027224	190027225	D16-0298	47
FRG2	chr4	190027225	190027230	D16-0298	48
FRG2	chr4	190027230	190027231	D16-0298	49
FRG2	chr4	190027231	190027239	D16-0298	46
FRG2	chr4	190027239	190027240	D16-0298	44
FRG2	chr4	190027240	190027241	D16-0298	48
FRG2	chr4	190027241	190027243	D16-0298	50
FRG2	chr4	190027243	190027246	D16-0298	49
FRG2	chr4	190027246	190027249	D16-0298	50
FRG2	chr4	190027249	190027250	D16-0298	51
FRG2	chr4	190027250	190027252	D16-0298	52
FRG2	chr4	190027252	190027255	D16-0298	56
FRG2	chr4	190027255	190027256	D16-0298	54
FRG2	chr4	190027256	190027257	D16-0298	55
FRG2	chr4	190027257	190027258	D16-0298	56
FRG2	chr4	190024363	190024372	D17-0918	45
FRG2	chr4	190024372	190024378	D17-0918	46
FRG2	chr4	190024378	190024382	D17-0918	43
FRG2	chr4	190024382	190024383	D17-0918	44
FRG2	chr4	190024383	190024394	D17-0918	45
FRG2	chr4	190024394	190024396	D17-0918	44
FRG2	chr4	190024396	190024403	D17-0918	43
FRG2	chr4	190024403	190024405	D17-0918	39
FRG2	chr4	190024405	190024406	D17-0918	47
FRG2	chr4	190024406	190024407	D17-0918	48
FRG2	chr4	190024407	190024408	D17-0918	49
FRG2	chr4	190024408	190024413	D17-0918	50
FRG2	chr4	190024413	190024419	D17-0918	51
FRG2	chr4	190024419	190024420	D17-0918	50
FRG2	chr4	190024420	190024422	D17-0918	49
FRG2	chr4	190024422	190024425	D17-0918	50
